base_name,window,consecutive,total,normal
12812R,30,,14,1
12812R,90,0.0,2,0
12812R,90,,14,1
12839R,1,,7,4
12839R,2,,7,4
12839R,4,,7,4
12839R,7,,7,4
12839R,30,,7,4
12839R,90,,7,4
17OHPROG,1,1.0,1,0
17OHPROG,1,,13,6
17OHPROG,2,0.0,1,1
17OHPROG,2,1.0,1,0
17OHPROG,2,,12,5
17OHPROG,4,0.0,1,1
17OHPROG,4,1.0,1,0
17OHPROG,4,,12,5
17OHPROG,7,0.0,1,1
17OHPROG,7,1.0,1,0
17OHPROG,7,,12,5
17OHPROG,30,0.0,1,1
17OHPROG,30,1.0,1,0
17OHPROG,30,,12,5
17OHPROG,90,0.0,1,1
17OHPROG,90,1.0,1,0
17OHPROG,90,,12,5
25OHDT,1,0.0,34,3
25OHDT,1,1.0,15,11
25OHDT,1,2.0,1,1
25OHDT,1,,1170,406
25OHDT,2,0.0,39,3
25OHDT,2,1.0,19,15
25OHDT,2,2.0,2,2
25OHDT,2,,1160,401
25OHDT,4,0.0,56,6
25OHDT,4,1.0,23,19
25OHDT,4,2.0,3,3
25OHDT,4,,1138,393
25OHDT,7,0.0,70,8
25OHDT,7,1.0,27,22
25OHDT,7,2.0,4,4
25OHDT,7,,1119,387
25OHDT,30,0.0,94,13
25OHDT,30,1.0,34,26
25OHDT,30,2.0,4,4
25OHDT,30,3.0,1,1
25OHDT,30,,1087,377
25OHDT,90,0.0,129,20
25OHDT,90,1.0,39,29
25OHDT,90,2.0,4,4
25OHDT,90,3.0,2,2
25OHDT,90,4.0,1,1
25OHDT,90,,1045,365
5FC,1,1.0,3,3
5FC,1,,30,24
5FC,2,1.0,5,4
5FC,2,,28,23
5FC,4,0.0,1,1
5FC,4,1.0,5,4
5FC,4,,27,22
5FC,7,0.0,2,2
5FC,7,1.0,5,4
5FC,7,2.0,1,1
5FC,7,,25,20
5FC,30,0.0,3,3
5FC,30,1.0,8,6
5FC,30,2.0,2,2
5FC,30,,20,16
5FC,90,0.0,3,3
5FC,90,1.0,8,6
5FC,90,2.0,2,2
5FC,90,,20,16
5HIAAURN,1,,77,61
5HIAAURN,2,,77,61
5HIAAURN,4,0.0,1,1
5HIAAURN,4,,76,60
5HIAAURN,7,0.0,2,2
5HIAAURN,7,1.0,1,1
5HIAAURN,7,,74,58
5HIAAURN,30,0.0,2,2
5HIAAURN,30,1.0,1,1
5HIAAURN,30,,74,58
5HIAAURN,90,0.0,2,2
5HIAAURN,90,1.0,1,1
5HIAAURN,90,,74,58
A1AANTITRYPF,1,0.0,7,4
A1AANTITRYPF,1,1.0,3,0
A1AANTITRYPF,1,,91,22
A1AANTITRYPF,2,0.0,12,5
A1AANTITRYPF,2,1.0,3,0
A1AANTITRYPF,2,,86,21
A1AANTITRYPF,4,0.0,14,6
A1AANTITRYPF,4,1.0,4,0
A1AANTITRYPF,4,,83,20
A1AANTITRYPF,7,0.0,17,7
A1AANTITRYPF,7,1.0,5,1
A1AANTITRYPF,7,,79,18
A1AANTITRYPF,30,0.0,20,7
A1AANTITRYPF,30,1.0,5,1
A1AANTITRYPF,30,2.0,1,1
A1AANTITRYPF,30,,75,17
A1AANTITRYPF,90,0.0,20,7
A1AANTITRYPF,90,1.0,6,1
A1AANTITRYPF,90,2.0,1,1
A1AANTITRYPF,90,3.0,1,0
A1AANTITRYPF,90,,73,17
A1C,1,0.0,960,69
A1C,1,1.0,465,416
A1C,1,2.0,11,9
A1C,1,,21143,9809
A1C,2,0.0,1296,96
A1C,2,1.0,682,613
A1C,2,2.0,30,28
A1C,2,3.0,1,1
A1C,2,,20570,9565
A1C,4,0.0,1611,128
A1C,4,1.0,844,752
A1C,4,2.0,49,46
A1C,4,3.0,7,6
A1C,4,4.0,2,2
A1C,4,,20066,9369
A1C,7,0.0,1815,151
A1C,7,1.0,961,854
A1C,7,2.0,63,59
A1C,7,3.0,12,11
A1C,7,4.0,4,3
A1C,7,5.0,1,1
A1C,7,,19723,9224
A1C,30,0.0,2492,269
A1C,30,1.0,1246,1087
A1C,30,2.0,127,115
A1C,30,3.0,23,21
A1C,30,4.0,5,4
A1C,30,5.0,1,1
A1C,30,,18685,8806
A1C,90,0.0,3216,436
A1C,90,1.0,1505,1263
A1C,90,2.0,224,189
A1C,90,3.0,42,37
A1C,90,4.0,11,8
A1C,90,5.0,1,1
A1C,90,,17580,8369
AAMINOA,1,0.0,2,2
AAMINOA,1,1.0,1,0
AAMINOA,1,,32,23
AAMINOA,2,0.0,2,2
AAMINOA,2,1.0,2,1
AAMINOA,2,,31,22
AAMINOA,4,0.0,2,2
AAMINOA,4,1.0,2,1
AAMINOA,4,,31,22
AAMINOA,7,0.0,2,2
AAMINOA,7,1.0,2,1
AAMINOA,7,,31,22
AAMINOA,30,0.0,2,2
AAMINOA,30,1.0,2,1
AAMINOA,30,,31,22
AAMINOA,90,0.0,2,2
AAMINOA,90,1.0,2,1
AAMINOA,90,,31,22
ACE,1,0.0,5,2
ACE,1,1.0,20,17
ACE,1,,389,292
ACE,2,0.0,9,5
ACE,2,1.0,27,22
ACE,2,2.0,1,1
ACE,2,,377,283
ACE,4,0.0,17,10
ACE,4,1.0,40,31
ACE,4,2.0,4,3
ACE,4,,353,267
ACE,7,0.0,18,10
ACE,7,1.0,42,33
ACE,7,2.0,6,5
ACE,7,,348,263
ACE,30,0.0,23,11
ACE,30,1.0,44,35
ACE,30,2.0,5,4
ACE,30,3.0,1,1
ACE,30,,341,260
ACE,90,0.0,24,12
ACE,90,1.0,45,36
ACE,90,2.0,6,4
ACE,90,3.0,1,1
ACE,90,,338,258
ACHERBC,1,,10,8
ACHERBC,2,,10,8
ACHERBC,4,0.0,1,1
ACHERBC,4,,9,7
ACHERBC,7,0.0,1,1
ACHERBC,7,,9,7
ACHERBC,30,0.0,1,1
ACHERBC,30,,9,7
ACHERBC,90,0.0,1,1
ACHERBC,90,,9,7
ACRBLO,1,,10,7
ACRBLO,2,,10,7
ACRBLO,4,,10,7
ACRBLO,7,,10,7
ACRBLO,30,,10,7
ACRBLO,90,,10,7
ACRMOD,1,,7,4
ACRMOD,2,,7,4
ACRMOD,4,,7,4
ACRMOD,7,,7,4
ACRMOD,30,,7,4
ACRMOD,90,,7,4
ADG1,1,0.0,2,0
ADG1,1,1.0,1,0
ADG1,1,,56,33
ADG1,2,0.0,2,0
ADG1,2,1.0,1,0
ADG1,2,,56,33
ADG1,4,0.0,4,1
ADG1,4,1.0,3,2
ADG1,4,,52,30
ADG1,7,0.0,4,1
ADG1,7,1.0,3,2
ADG1,7,,52,30
ADG1,30,0.0,4,1
ADG1,30,1.0,3,2
ADG1,30,,52,30
ADG1,90,0.0,4,1
ADG1,90,1.0,3,2
ADG1,90,,52,30
ADM1,1,0.0,2,0
ADM1,1,1.0,1,0
ADM1,1,,56,39
ADM1,2,0.0,2,0
ADM1,2,1.0,1,0
ADM1,2,,56,39
ADM1,4,0.0,4,1
ADM1,4,1.0,3,2
ADM1,4,,52,36
ADM1,7,0.0,4,1
ADM1,7,1.0,3,2
ADM1,7,,52,36
ADM1,30,0.0,4,1
ADM1,30,1.0,3,2
ADM1,30,,52,36
ADM1,90,0.0,4,1
ADM1,90,1.0,3,2
ADM1,90,,52,36
ADMACT,1,0.0,3,0
ADMACT,1,,91,20
ADMACT,2,0.0,3,0
ADMACT,2,,91,20
ADMACT,4,0.0,4,0
ADMACT,4,1.0,1,0
ADMACT,4,,89,20
ADMACT,7,0.0,6,0
ADMACT,7,1.0,1,0
ADMACT,7,,87,20
ADMACT,30,0.0,12,3
ADMACT,30,1.0,2,0
ADMACT,30,,80,17
ADMACT,90,0.0,13,3
ADMACT,90,1.0,2,0
ADMACT,90,,79,17
ADMINH,1,,63,53
ADMINH,2,,63,53
ADMINH,4,,63,53
ADMINH,7,,63,53
ADMINH,30,0.0,4,3
ADMINH,30,1.0,3,3
ADMINH,30,,56,47
ADMINH,90,0.0,4,3
ADMINH,90,1.0,3,3
ADMINH,90,,56,47
ADP5,1,,13,5
ADP5,2,,13,5
ADP5,4,,13,5
ADP5,7,,13,5
ADP5,30,,13,5
ADP5,90,,13,5
AFP,1,0.0,27,6
AFP,1,1.0,35,33
AFP,1,,1167,705
AFP,2,0.0,37,6
AFP,2,1.0,40,38
AFP,2,2.0,1,1
AFP,2,,1151,699
AFP,4,0.0,41,6
AFP,4,1.0,46,44
AFP,4,2.0,3,3
AFP,4,,1139,691
AFP,7,0.0,45,7
AFP,7,1.0,51,48
AFP,7,2.0,3,3
AFP,7,,1130,686
AFP,30,0.0,63,9
AFP,30,1.0,64,59
AFP,30,2.0,4,4
AFP,30,,1098,672
AFP,90,0.0,78,11
AFP,90,1.0,73,65
AFP,90,2.0,6,6
AFP,90,3.0,1,1
AFP,90,4.0,1,1
AFP,90,,1070,660
AG,1,0.0,72130,37031
AG,1,1.0,257976,225974
AG,1,2.0,76050,68412
AG,1,3.0,22190,20222
AG,1,4.0,8570,7881
AG,1,5.0,2419,2252
AG,1,,272352,234344
AG,2,0.0,99092,52958
AG,2,1.0,205553,178826
AG,2,2.0,156313,139406
AG,2,3.0,63685,57626
AG,2,4.0,39537,36311
AG,2,5.0,14006,12877
AG,2,,116261,102066
AG,4,0.0,100918,54124
AG,4,1.0,126749,106064
AG,4,2.0,89740,78215
AG,4,3.0,96740,87679
AG,4,4.0,79437,72944
AG,4,5.0,32656,29774
AG,4,,104787,92280
AG,7,0.0,101557,54582
AG,7,1.0,122737,102341
AG,7,2.0,86438,75122
AG,7,3.0,62105,55131
AG,7,4.0,45456,41147
AG,7,5.0,35167,32087
AG,7,,100451,88564
AG,30,0.0,102882,55603
AG,30,1.0,116268,96316
AG,30,2.0,81547,70550
AG,30,3.0,58678,51863
AG,30,4.0,43982,39679
AG,30,5.0,34485,31357
AG,30,,90034,79433
AG,90,0.0,103902,56408
AG,90,1.0,111732,92064
AG,90,2.0,78673,67851
AG,90,3.0,57179,50387
AG,90,4.0,43236,38924
AG,90,5.0,34256,31107
AG,90,,81974,72377
AGALA,1,0.0,1,0
AGALA,1,1.0,44,39
AGALA,1,,796,745
AGALA,2,0.0,1,0
AGALA,2,1.0,45,40
AGALA,2,,795,744
AGALA,4,0.0,2,1
AGALA,4,1.0,46,40
AGALA,4,2.0,1,0
AGALA,4,,792,743
AGALA,7,0.0,14,5
AGALA,7,1.0,59,52
AGALA,7,2.0,3,2
AGALA,7,,765,725
AGALA,30,0.0,28,12
AGALA,30,1.0,75,65
AGALA,30,2.0,8,7
AGALA,30,3.0,5,5
AGALA,30,4.0,9,9
AGALA,30,,716,686
AGALA,90,0.0,29,12
AGALA,90,1.0,95,85
AGALA,90,2.0,14,12
AGALA,90,3.0,6,6
AGALA,90,4.0,2,2
AGALA,90,5.0,1,1
AGALA,90,,688,660
ALB,1,0.0,131167,2705
ALB,1,1.0,15620,7266
ALB,1,2.0,1226,798
ALB,1,3.0,199,149
ALB,1,4.0,58,50
ALB,1,5.0,19,16
ALB,1,,181852,36803
ALB,2,0.0,213317,4374
ALB,2,1.0,18730,8174
ALB,2,2.0,4936,3036
ALB,2,3.0,716,487
ALB,2,4.0,295,245
ALB,2,5.0,74,65
ALB,2,,91993,31333
ALB,4,0.0,224841,4754
ALB,4,1.0,17826,6932
ALB,4,2.0,4361,2453
ALB,4,3.0,2601,1879
ALB,4,4.0,1436,1127
ALB,4,5.0,248,190
ALB,4,,78428,30104
ALB,7,0.0,228699,5000
ALB,7,1.0,17965,6931
ALB,7,2.0,4643,2569
ALB,7,3.0,1978,1311
ALB,7,4.0,993,761
ALB,7,5.0,638,517
ALB,7,,73736,29455
ALB,30,0.0,237048,6116
ALB,30,1.0,18823,7363
ALB,30,2.0,5044,2739
ALB,30,3.0,2131,1400
ALB,30,4.0,1139,836
ALB,30,5.0,697,548
ALB,30,,63443,27289
ALB,90,0.0,242270,7326
ALB,90,1.0,19200,7664
ALB,90,2.0,5471,2975
ALB,90,3.0,2360,1526
ALB,90,4.0,1282,922
ALB,90,5.0,786,610
ALB,90,,56776,25143
ALDOLASE,1,0.0,14,1
ALDOLASE,1,1.0,3,2
ALDOLASE,1,,257,80
ALDOLASE,2,0.0,28,2
ALDOLASE,2,1.0,5,4
ALDOLASE,2,2.0,1,1
ALDOLASE,2,,240,76
ALDOLASE,4,0.0,35,2
ALDOLASE,4,1.0,4,3
ALDOLASE,4,2.0,2,2
ALDOLASE,4,,233,76
ALDOLASE,7,0.0,40,2
ALDOLASE,7,1.0,4,3
ALDOLASE,7,2.0,2,2
ALDOLASE,7,,228,76
ALDOLASE,30,0.0,51,4
ALDOLASE,30,1.0,5,4
ALDOLASE,30,2.0,2,2
ALDOLASE,30,,216,73
ALDOLASE,90,0.0,56,5
ALDOLASE,90,1.0,7,4
ALDOLASE,90,2.0,2,2
ALDOLASE,90,,209,72
ALDOSTR,1,0.0,5,1
ALDOSTR,1,,188,57
ALDOSTR,2,0.0,8,1
ALDOSTR,2,1.0,3,0
ALDOSTR,2,,182,57
ALDOSTR,4,0.0,14,2
ALDOSTR,4,1.0,3,0
ALDOSTR,4,,176,56
ALDOSTR,7,0.0,17,2
ALDOSTR,7,1.0,4,0
ALDOSTR,7,,172,56
ALDOSTR,30,0.0,18,2
ALDOSTR,30,1.0,4,0
ALDOSTR,30,,171,56
ALDOSTR,90,0.0,18,2
ALDOSTR,90,1.0,4,0
ALDOSTR,90,,171,56
ALDOSTRURN,1,,6,2
ALDOSTRURN,2,,6,2
ALDOSTRURN,4,,6,2
ALDOSTRURN,7,,6,2
ALDOSTRURN,30,,6,2
ALDOSTRURN,90,,6,2
ALKP,1,0.0,63829,5862
ALKP,1,1.0,68014,64008
ALKP,1,2.0,9321,8946
ALKP,1,3.0,2614,2523
ALKP,1,4.0,1103,1065
ALKP,1,5.0,300,286
ALKP,1,,179805,110927
ALKP,2,0.0,103533,8866
ALKP,2,1.0,67976,63029
ALKP,2,2.0,46370,43986
ALKP,2,3.0,8458,8064
ALKP,2,4.0,4338,4172
ALKP,2,5.0,1530,1475
ALKP,2,,90598,61927
ALKP,4,0.0,108378,9463
ALKP,4,1.0,38434,35145
ALKP,4,2.0,23735,22332
ALKP,4,3.0,35076,33096
ALKP,4,4.0,26937,25559
ALKP,4,5.0,5454,5167
ALKP,4,,77394,53750
ALKP,7,0.0,110142,9732
ALKP,7,1.0,34492,31348
ALKP,7,2.0,24217,22692
ALKP,7,3.0,18369,17310
ALKP,7,4.0,12709,11926
ALKP,7,5.0,9810,9261
ALKP,7,,72905,51204
ALKP,30,0.0,113918,10425
ALKP,30,1.0,33415,29974
ALKP,30,2.0,22295,20692
ALKP,30,3.0,16641,15569
ALKP,30,4.0,12977,12077
ALKP,30,5.0,10122,9477
ALKP,30,,62759,45508
ALKP,90,0.0,116368,10989
ALKP,90,1.0,32634,28999
ALKP,90,2.0,22045,20309
ALKP,90,3.0,16504,15349
ALKP,90,4.0,12869,11938
ALKP,90,5.0,10138,9434
ALKP,90,,56120,41613
ALKPO4BONE,1,1.0,2,2
ALKPO4BONE,1,,101,75
ALKPO4BONE,2,0.0,2,0
ALKPO4BONE,2,1.0,2,2
ALKPO4BONE,2,,99,75
ALKPO4BONE,4,0.0,2,0
ALKPO4BONE,4,1.0,2,2
ALKPO4BONE,4,,99,75
ALKPO4BONE,7,0.0,2,0
ALKPO4BONE,7,1.0,2,2
ALKPO4BONE,7,,99,75
ALKPO4BONE,30,0.0,2,0
ALKPO4BONE,30,1.0,2,2
ALKPO4BONE,30,,99,75
ALKPO4BONE,90,0.0,3,0
ALKPO4BONE,90,1.0,3,2
ALKPO4BONE,90,,97,75
ALT,1,0.0,53243,5559
ALT,1,1.0,80256,76046
ALT,1,2.0,9038,8651
ALT,1,3.0,1933,1873
ALT,1,4.0,684,659
ALT,1,5.0,165,161
ALT,1,,179851,131417
ALT,2,0.0,81908,9076
ALT,2,1.0,81085,76284
ALT,2,2.0,56256,53617
ALT,2,3.0,8561,8179
ALT,2,4.0,4097,3962
ALT,2,5.0,1147,1115
ALT,2,,90635,70700
ALT,4,0.0,85128,9822
ALT,4,1.0,43300,39874
ALT,4,2.0,27390,25834
ALT,4,3.0,43676,41698
ALT,4,4.0,33727,32227
ALT,4,5.0,5796,5543
ALT,4,,77410,60918
ALT,7,0.0,86095,10165
ALT,7,1.0,38906,35621
ALT,7,2.0,27451,25742
ALT,7,3.0,20895,19790
ALT,7,4.0,14823,14077
ALT,7,5.0,11769,11172
ALT,7,,72914,57572
ALT,30,0.0,88269,11189
ALT,30,1.0,36933,33468
ALT,30,2.0,25065,23309
ALT,30,3.0,18746,17645
ALT,30,4.0,14793,13949
ALT,30,5.0,11738,11079
ALT,30,,62773,49806
ALT,90,0.0,89587,11883
ALT,90,1.0,35421,31871
ALT,90,2.0,24356,22530
ALT,90,3.0,18392,17235
ALT,90,4.0,14616,13723
ALT,90,5.0,11689,10986
ALT,90,,56131,44639
AMIKACINTR,1,0.0,15,7
AMIKACINTR,1,1.0,11,7
AMIKACINTR,1,2.0,1,1
AMIKACINTR,1,,84,45
AMIKACINTR,2,0.0,25,9
AMIKACINTR,2,1.0,18,9
AMIKACINTR,2,2.0,3,3
AMIKACINTR,2,3.0,1,1
AMIKACINTR,2,,64,38
AMIKACINTR,4,0.0,29,11
AMIKACINTR,4,1.0,22,13
AMIKACINTR,4,2.0,7,6
AMIKACINTR,4,3.0,2,2
AMIKACINTR,4,,51,28
AMIKACINTR,7,0.0,32,11
AMIKACINTR,7,1.0,24,15
AMIKACINTR,7,2.0,9,8
AMIKACINTR,7,3.0,4,4
AMIKACINTR,7,4.0,2,2
AMIKACINTR,7,,40,20
AMIKACINTR,30,0.0,33,11
AMIKACINTR,30,1.0,20,10
AMIKACINTR,30,2.0,7,6
AMIKACINTR,30,3.0,5,5
AMIKACINTR,30,4.0,4,3
AMIKACINTR,30,5.0,2,1
AMIKACINTR,30,,35,19
AMIKACINTR,90,0.0,34,11
AMIKACINTR,90,1.0,20,10
AMIKACINTR,90,2.0,7,6
AMIKACINTR,90,3.0,5,5
AMIKACINTR,90,4.0,4,3
AMIKACINTR,90,5.0,2,1
AMIKACINTR,90,,34,19
AMINOR,1,,36,2
AMINOR,2,,36,2
AMINOR,4,0.0,1,0
AMINOR,4,,35,2
AMINOR,7,0.0,1,0
AMINOR,7,,35,2
AMINOR,30,0.0,1,0
AMINOR,30,,35,2
AMINOR,90,0.0,1,0
AMINOR,90,,35,2
AMUCRU,1,0.0,5,0
AMUCRU,1,,91,28
AMUCRU,2,0.0,7,0
AMUCRU,2,,89,28
AMUCRU,4,0.0,8,0
AMUCRU,4,1.0,1,0
AMUCRU,4,,87,28
AMUCRU,7,0.0,9,0
AMUCRU,7,1.0,1,0
AMUCRU,7,,86,28
AMUCRU,30,0.0,10,0
AMUCRU,30,1.0,1,0
AMUCRU,30,,85,28
AMUCRU,90,0.0,10,0
AMUCRU,90,1.0,1,0
AMUCRU,90,,85,28
AMYLASE,1,0.0,384,96
AMYLASE,1,1.0,888,840
AMYLASE,1,2.0,43,41
AMYLASE,1,3.0,5,5
AMYLASE,1,4.0,6,6
AMYLASE,1,5.0,2,2
AMYLASE,1,,5105,4176
AMYLASE,2,0.0,656,178
AMYLASE,2,1.0,996,940
AMYLASE,2,2.0,509,490
AMYLASE,2,3.0,39,38
AMYLASE,2,4.0,15,15
AMYLASE,2,5.0,2,2
AMYLASE,2,,4209,3496
AMYLASE,4,0.0,695,196
AMYLASE,4,1.0,685,626
AMYLASE,4,2.0,296,284
AMYLASE,4,3.0,408,400
AMYLASE,4,4.0,256,250
AMYLASE,4,5.0,25,24
AMYLASE,4,,4036,3356
AMYLASE,7,0.0,725,212
AMYLASE,7,1.0,722,660
AMYLASE,7,2.0,304,290
AMYLASE,7,3.0,194,188
AMYLASE,7,4.0,129,125
AMYLASE,7,5.0,104,104
AMYLASE,7,,3915,3256
AMYLASE,30,0.0,767,241
AMYLASE,30,1.0,779,710
AMYLASE,30,2.0,337,318
AMYLASE,30,3.0,211,203
AMYLASE,30,4.0,142,137
AMYLASE,30,5.0,104,103
AMYLASE,30,,3692,3064
AMYLASE,90,0.0,779,249
AMYLASE,90,1.0,823,744
AMYLASE,90,2.0,358,337
AMYLASE,90,3.0,219,209
AMYLASE,90,4.0,149,144
AMYLASE,90,5.0,110,109
AMYLASE,90,,3584,2974
ANDRO,1,,6,2
ANDRO,2,,6,2
ANDRO,4,,6,2
ANDRO,7,,6,2
ANDRO,30,,6,2
ANDRO,90,,6,2
ANTIXA,1,0.0,197,1
ANTIXA,1,1.0,4,2
ANTIXA,1,,696,31
ANTIXA,2,0.0,296,2
ANTIXA,2,1.0,6,2
ANTIXA,2,2.0,1,1
ANTIXA,2,,594,29
ANTIXA,4,0.0,344,5
ANTIXA,4,1.0,7,2
ANTIXA,4,2.0,2,2
ANTIXA,4,,544,25
ANTIXA,7,0.0,364,5
ANTIXA,7,1.0,8,2
ANTIXA,7,2.0,1,1
ANTIXA,7,3.0,1,1
ANTIXA,7,,523,25
ANTIXA,30,0.0,391,5
ANTIXA,30,1.0,8,2
ANTIXA,30,2.0,1,1
ANTIXA,30,3.0,1,1
ANTIXA,30,4.0,1,1
ANTIXA,30,,495,24
ANTIXA,90,0.0,405,5
ANTIXA,90,1.0,8,2
ANTIXA,90,2.0,1,1
ANTIXA,90,3.0,1,1
ANTIXA,90,4.0,1,1
ANTIXA,90,,481,24
APC,1,0.0,1,0
APC,1,,87,65
APC,2,0.0,2,1
APC,2,,86,64
APC,4,0.0,3,1
APC,4,,85,64
APC,7,0.0,3,1
APC,7,,85,64
APC,30,0.0,3,1
APC,30,,85,64
APC,90,0.0,3,1
APC,90,,85,64
APOA1,1,,5,4
APOA1,2,,5,4
APOA1,4,,5,4
APOA1,7,,5,4
APOA1,30,,5,4
APOA1,90,,5,4
ARA500,1,,13,1
ARA500,2,,13,1
ARA500,4,,13,1
ARA500,7,,13,1
ARA500,30,,13,1
ARA500,90,,13,1
ARGININEVP,1,,23,8
ARGININEVP,2,,23,8
ARGININEVP,4,,23,8
ARGININEVP,7,0.0,2,0
ARGININEVP,7,,21,8
ARGININEVP,30,0.0,2,0
ARGININEVP,30,,21,8
ARGININEVP,90,0.0,2,0
ARGININEVP,90,,21,8
ARIX,1,,4,1
ARIX,2,,4,1
ARIX,4,,4,1
ARIX,7,,4,1
ARIX,30,,4,1
ARIX,90,,4,1
AST,1,0.0,73022,9499
AST,1,1.0,64994,57967
AST,1,2.0,5883,5338
AST,1,3.0,1026,955
AST,1,4.0,336,315
AST,1,5.0,102,94
AST,1,,179844,113911
AST,2,0.0,111430,16041
AST,2,1.0,71381,62491
AST,2,2.0,42717,38763
AST,2,3.0,5350,4873
AST,2,4.0,2410,2244
AST,2,5.0,609,567
AST,2,,90630,62449
AST,4,0.0,115485,17408
AST,4,1.0,43166,36263
AST,4,2.0,24644,21762
AST,4,3.0,33533,30599
AST,4,4.0,23236,21405
AST,4,5.0,3294,3014
AST,4,,77414,53497
AST,7,0.0,116837,17933
AST,7,1.0,39717,33077
AST,7,2.0,25357,22221
AST,7,3.0,17905,15992
AST,7,4.0,11917,10839
AST,7,5.0,8918,8087
AST,7,,72922,50547
AST,30,0.0,119758,19217
AST,30,1.0,38643,31893
AST,30,2.0,24086,20891
AST,30,3.0,16918,14934
AST,30,4.0,12551,11269
AST,30,5.0,9512,8535
AST,30,,62777,43568
AST,90,0.0,121611,20014
AST,90,1.0,37777,30934
AST,90,2.0,23927,20637
AST,90,3.0,17020,14966
AST,90,4.0,12689,11296
AST,90,5.0,9730,8674
AST,90,,56139,39051
ASTRO,1,0.0,2,0
ASTRO,1,1.0,2,2
ASTRO,1,,79,54
ASTRO,2,0.0,2,0
ASTRO,2,1.0,2,2
ASTRO,2,,79,54
ASTRO,4,0.0,2,0
ASTRO,4,1.0,2,2
ASTRO,4,,79,54
ASTRO,7,0.0,2,0
ASTRO,7,1.0,2,2
ASTRO,7,,79,54
ASTRO,30,0.0,3,0
ASTRO,30,1.0,3,2
ASTRO,30,,77,54
ASTRO,90,0.0,3,0
ASTRO,90,1.0,3,2
ASTRO,90,,77,54
AT3,1,0.0,29,6
AT3,1,1.0,4,2
AT3,1,,512,284
AT3,2,0.0,46,8
AT3,2,1.0,10,6
AT3,2,2.0,1,0
AT3,2,,488,278
AT3,4,0.0,53,10
AT3,4,1.0,11,6
AT3,4,2.0,1,0
AT3,4,,480,276
AT3,7,0.0,54,10
AT3,7,1.0,13,6
AT3,7,2.0,1,0
AT3,7,,477,276
AT3,30,0.0,55,10
AT3,30,1.0,13,6
AT3,30,2.0,1,0
AT3,30,,476,276
AT3,90,0.0,55,10
AT3,90,1.0,16,9
AT3,90,2.0,1,0
AT3,90,,473,273
ATGA,1,0.0,7,0
ATGA,1,,229,11
ATGA,2,0.0,8,0
ATGA,2,,228,11
ATGA,4,0.0,10,0
ATGA,4,,226,11
ATGA,7,0.0,11,0
ATGA,7,,225,11
ATGA,30,0.0,12,0
ATGA,30,,224,11
ATGA,90,0.0,13,0
ATGA,90,1.0,1,1
ATGA,90,2.0,1,1
ATGA,90,,221,9
ATPO,1,0.0,9,1
ATPO,1,1.0,2,2
ATPO,1,,321,89
ATPO,2,0.0,9,1
ATPO,2,1.0,4,3
ATPO,2,,319,88
ATPO,4,0.0,9,1
ATPO,4,1.0,4,3
ATPO,4,2.0,1,1
ATPO,4,,318,87
ATPO,7,0.0,10,1
ATPO,7,1.0,4,3
ATPO,7,2.0,1,1
ATPO,7,,317,87
ATPO,30,0.0,12,2
ATPO,30,1.0,4,3
ATPO,30,2.0,1,1
ATPO,30,,315,86
ATPO,90,0.0,13,2
ATPO,90,1.0,4,3
ATPO,90,2.0,1,1
ATPO,90,,314,86
ATTGT,1,0.0,3,0
ATTGT,1,1.0,2,0
ATTGT,1,,143,24
ATTGT,2,0.0,3,0
ATTGT,2,1.0,2,0
ATTGT,2,,143,24
ATTGT,4,0.0,3,0
ATTGT,4,1.0,2,0
ATTGT,4,,143,24
ATTGT,7,0.0,3,0
ATTGT,7,1.0,3,1
ATTGT,7,,142,23
ATTGT,30,0.0,3,0
ATTGT,30,1.0,3,1
ATTGT,30,,142,23
ATTGT,90,0.0,4,0
ATTGT,90,1.0,4,2
ATTGT,90,,140,22
B2GP1IGA,1,0.0,2,0
B2GP1IGA,1,1.0,1,1
B2GP1IGA,1,,149,46
B2GP1IGA,2,0.0,3,0
B2GP1IGA,2,1.0,1,1
B2GP1IGA,2,,148,46
B2GP1IGA,4,0.0,4,0
B2GP1IGA,4,1.0,1,1
B2GP1IGA,4,,147,46
B2GP1IGA,7,0.0,7,0
B2GP1IGA,7,1.0,1,1
B2GP1IGA,7,,144,46
B2GP1IGA,30,0.0,7,0
B2GP1IGA,30,1.0,2,2
B2GP1IGA,30,,143,45
B2GP1IGA,90,0.0,7,0
B2GP1IGA,90,1.0,2,2
B2GP1IGA,90,,143,45
B2M,1,0.0,6,1
B2M,1,1.0,3,2
B2M,1,,201,59
B2M,2,0.0,8,1
B2M,2,1.0,3,2
B2M,2,,199,59
B2M,4,0.0,14,2
B2M,4,1.0,5,3
B2M,4,,191,57
B2M,7,0.0,14,2
B2M,7,1.0,5,3
B2M,7,,191,57
B2M,30,0.0,15,2
B2M,30,1.0,5,3
B2M,30,,190,57
B2M,90,0.0,15,2
B2M,90,1.0,5,3
B2M,90,,190,57
B2MCREAT,1,0.0,1,0
B2MCREAT,1,,11,6
B2MCREAT,2,0.0,1,0
B2MCREAT,2,,11,6
B2MCREAT,4,0.0,1,0
B2MCREAT,4,1.0,2,1
B2MCREAT,4,,9,5
B2MCREAT,7,0.0,1,0
B2MCREAT,7,1.0,2,1
B2MCREAT,7,,9,5
B2MCREAT,30,0.0,1,0
B2MCREAT,30,1.0,2,1
